type_index,type_parent_index,type,buildings,volume,usage_area,apartments,living_area,living_rooms,estimated_costs
0,-1,residential_and_non_residential_buildings,149,552,501.9,988,694.6,2493,277025
1,0,residential_buildings,132,347,80.5,988,694.6,2493,163263
2,1,residential_buildings_with_1_apartment,74,55,21.7,74,109.7,423,28265
3,1,residential_buildings_with_2_apartments,9,10,4.8,18,18.3,78,4310
4,1,residential_buildings_with_3_or_more_apartments,49,282,54.0,896,566.6,1992,130688
5,1,dormitories,0,0,0.0,0,0.0,0,0
6,1,residential_buildings_with_condominium,25,121,32.6,255,233.8,745,60055
7,1,public_builders,6,86,9.8,430,170.5,651,36989
8,1,companies,52,179,40.1,391,357.3,1182,88414
9,8,housing_companies,45,168,33.0,380,339.6,1115,83317
10,8,real_estate_funds,2,5,2.0,2,7.8,26,2595
11,8,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
12,8,manufacturing_industry,0,0,0.0,0,0.0,0,0
13,8,trade_banking_services_insurance_transport_and_communications,5,6,5.1,9,9.9,41,2502
14,1,private_households,74,82,30.6,167,166.8,660,37860
15,1,non_profit_organizations,0,0,0.0,0,0.0,0,0
16,0,non_residential_buildings,17,205,421.4,0,0.0,0,113762
17,16,institution_buildings,1,4,7.1,0,0.0,0,2140
18,16,office_and_administration_buildings,5,128,258.9,0,0.0,0,70244
19,16,algricultural_buildings,0,0,0.0,0,0.0,0,0
20,16,non_algricultural_buildings,7,26,71.2,0,0.0,0,5078
21,20,factory_and_workshop_buildings,3,5,6.2,0,0.0,0,1374
22,20,commercial_buildings,0,0,0.0,0,0.0,0,0
23,20,warehouse_buildings,2,4,7.0,0,0.0,0,291
24,20,hotels_and_restaurants,0,0,0.0,0,0.0,0,0
25,16,other_non_residential_buildings,4,47,84.2,0,0.0,0,36300
26,16,selected_infrastructure_buildings,5,53,92.9,0,0.0,0,37632
27,16,public_builders,1,1,2.0,0,0.0,0,1046
28,16,companies,12,195,403.5,0,0.0,0,107806
29,28,housing_companies,2,44,103.6,0,0.0,0,18805
30,28,real_estate_funds,1,22,44.0,0,0.0,0,13983
31,28,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
32,28,manufacturing_industry,3,5,6.7,0,0.0,0,1438
33,28,trade_banking_services_insurance_transport_and_communications,6,124,249.2,0,0.0,0,73580
34,16,private_households,2,1,1.5,0,0.0,0,38
35,16,non_profit_organisations,2,7,14.5,0,0.0,0,4872
