type_index,type_parent_index,type,buildings,volume,usage_area,apartments,living_area,living_rooms,estimated_costs
0,-1,residential_and_non_residential_buildings,113,365,311.9,739,494.7,1851,184288
1,0,residential_buildings,98,257,102.4,738,493.3,1848,124171
2,1,residential_buildings_with_1_apartment,59,48,19.3,59,95.0,334,25005
3,1,residential_buildings_with_2_apartments,4,4,1.6,8,8.2,37,1985
4,1,residential_buildings_with_3_or_more_apartments,35,205,81.5,671,390.1,1477,97181
5,1,dormitories,0,0,0.0,0,0.0,0,0
6,1,residential_buildings_with_condominium,15,101,30.1,378,205.9,757,47525
7,1,public_builders,0,0,0.0,0,0.0,0,0
8,1,companies,37,200,77.0,648,380.9,1399,96268
9,8,housing_companies,22,142,40.7,487,282.0,1039,68220
10,8,real_estate_funds,2,8,4.4,9,11.4,28,4104
11,8,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
12,8,manufacturing_industry,1,1,0.1,1,1.7,5,362
13,8,trade_banking_services_insurance_transport_and_communications,12,49,31.7,151,85.8,327,23582
14,1,private_households,61,57,25.4,90,112.4,449,27903
15,1,non_profit_organizations,0,0,0.0,0,0.0,0,0
16,0,non_residential_buildings,15,108,209.6,1,1.4,3,60117
17,16,institution_buildings,0,0,0.0,0,0.0,0,0
18,16,office_and_administration_buildings,4,60,127.4,0,0.0,0,33445
19,16,algricultural_buildings,0,0,0.0,0,0.0,0,0
20,16,non_algricultural_buildings,4,15,23.2,0,0.0,0,6511
21,20,factory_and_workshop_buildings,1,1,1.9,0,0.0,0,3714
22,20,commercial_buildings,0,0,0.0,0,0.0,0,0
23,20,warehouse_buildings,1,6,10.1,0,0.0,0,160
24,20,hotels_and_restaurants,0,0,0.0,0,0.0,0,0
25,16,other_non_residential_buildings,7,33,59.0,1,1.4,3,20161
26,16,selected_infrastructure_buildings,8,35,60.8,1,1.4,3,23875
27,16,public_builders,6,18,34.8,0,0.0,0,16312
28,16,companies,4,70,143.7,0,0.0,0,35033
29,28,housing_companies,2,35,70.0,0,0.0,0,18424
30,28,real_estate_funds,1,29,63.7,0,0.0,0,16449
31,28,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
32,28,manufacturing_industry,1,6,10.1,0,0.0,0,160
33,28,trade_banking_services_insurance_transport_and_communications,0,0,0.0,0,0.0,0,0
34,16,private_households,1,1,1.7,0,0.0,0,408
35,16,non_profit_organisations,4,18,29.4,1,1.4,3,8364
