type_index,type_parent_index,type,buildings,volume,usage_area,apartments,living_area,living_rooms,estimated_costs
0,-1,residential_and_non_residential_buildings,164,675,638.9,1030,688.9,2845,304940
1,0,residential_buildings,149,370,115.1,1030,688.9,2845,178009
2,1,residential_buildings_with_1_apartment,90,69,32.4,90,131.8,518,32147
3,1,residential_buildings_with_2_apartments,5,6,2.2,10,11.4,45,2765
4,1,residential_buildings_with_3_or_more_apartments,54,296,80.4,930,545.7,2282,143097
5,1,dormitories,0,0,0.0,0,0.0,0,0
6,1,residential_buildings_with_condominium,17,81,18.8,152,131.8,503,35192
7,1,public_builders,13,99,22.5,322,208.2,920,46280
8,1,companies,23,132,36.2,393,216.3,886,71538
9,8,housing_companies,19,81,18.4,177,142.3,567,43700
10,8,real_estate_funds,0,0,0.0,0,0.0,0,0
11,8,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
12,8,manufacturing_industry,1,1,0.9,5,2.8,10,820
13,8,trade_banking_services_insurance_transport_and_communications,3,50,16.9,211,71.3,309,27018
14,1,private_households,106,114,50.9,240,220.2,892,53079
15,1,non_profit_organizations,7,24,5.5,75,44.2,147,7112
16,0,non_residential_buildings,15,305,523.8,0,0.0,0,126931
17,16,institution_buildings,0,0,0.0,0,0.0,0,0
18,16,office_and_administration_buildings,2,104,155.1,0,0.0,0,56809
19,16,algricultural_buildings,0,0,0.0,0,0.0,0,0
20,16,non_algricultural_buildings,5,152,274.7,0,0.0,0,43071
21,20,factory_and_workshop_buildings,3,116,216.3,0,0.0,0,38479
22,20,commercial_buildings,0,0,0.0,0,0.0,0,0
23,20,warehouse_buildings,1,9,35.9,0,0.0,0,559
24,20,hotels_and_restaurants,0,0,0.0,0,0.0,0,0
25,16,other_non_residential_buildings,8,49,94.0,0,0.0,0,27051
26,16,selected_infrastructure_buildings,8,49,94.0,0,0.0,0,27051
27,16,public_builders,8,81,122.9,0,0.0,0,37386
28,16,companies,4,206,370.1,0,0.0,0,79878
29,28,housing_companies,0,0,0.0,0,0.0,0,0
30,28,real_estate_funds,0,0,0.0,0,0.0,0,0
31,28,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
32,28,manufacturing_industry,2,106,199.1,0,0.0,0,34510
33,28,trade_banking_services_insurance_transport_and_communications,2,100,171.1,0,0.0,0,45368
34,16,private_households,0,0,0.0,0,0.0,0,0
35,16,non_profit_organisations,3,18,30.8,0,0.0,0,9667
