type_index,type_parent_index,type,buildings,volume,usage_area,apartments,living_area,living_rooms,estimated_costs
0,-1,residential_and_non_residential_buildings,161,906,1078.1,1656,750.4,3025,491709
1,0,residential_buildings,138,375,125.6,1629,734.8,2961,208337
2,1,residential_buildings_with_1_apartment,88,78,28.6,88,139.1,518,41735
3,1,residential_buildings_with_2_apartments,11,14,6.2,22,26.6,82,5793
4,1,residential_buildings_with_3_or_more_apartments,38,280,89.8,1507,562.9,2337,159804
5,1,dormitories,1,3,1.1,12,6.2,24,1005
6,1,residential_buildings_with_condominium,7,43,28.0,120,96.1,343,12618
7,1,public_builders,3,17,15.6,37,27.3,95,5826
8,1,companies,48,275,75.5,1416,554.4,2277,165829
9,8,housing_companies,35,199,26.1,1212,418.1,1733,124532
10,8,real_estate_funds,0,0,0.0,0,0.0,0,0
11,8,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
12,8,manufacturing_industry,2,14,22.5,45,34.9,127,3560
13,8,trade_banking_services_insurance_transport_and_communications,11,63,26.9,159,101.4,417,37737
14,1,private_households,84,80,32.4,166,148.0,565,35208
15,1,non_profit_organizations,3,3,2.2,10,5.2,24,1474
16,0,non_residential_buildings,23,531,952.5,27,15.5,64,283372
17,16,institution_buildings,0,0,0.0,0,0.0,0,0
18,16,office_and_administration_buildings,11,298,608.1,5,7.0,13,184096
19,16,algricultural_buildings,0,0,0.0,0,0.0,0,0
20,16,non_algricultural_buildings,6,57,112.4,22,8.5,51,14774
21,20,factory_and_workshop_buildings,1,0,0.7,0,0.0,0,65
22,20,commercial_buildings,0,0,0.0,0,0.0,0,0
23,20,warehouse_buildings,2,32,81.8,0,0.0,0,4872
24,20,hotels_and_restaurants,1,9,20.4,0,0.0,0,5377
25,16,other_non_residential_buildings,6,175,232.0,0,0.0,0,84502
26,16,selected_infrastructure_buildings,6,175,232.0,0,0.0,0,84502
27,16,public_builders,4,174,228.9,0,0.0,0,83557
28,16,companies,16,352,715.6,27,15.5,64,196806
29,28,housing_companies,4,147,310.4,22,8.5,51,87281
30,28,real_estate_funds,2,53,101.5,0,0.0,0,29696
31,28,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
32,28,manufacturing_industry,0,0,0.0,0,0.0,0,0
33,28,trade_banking_services_insurance_transport_and_communications,10,152,303.8,5,7.0,13,79829
34,16,private_households,1,0,1.2,0,0.0,0,140
35,16,non_profit_organisations,2,4,6.8,0,0.0,0,2869
