type_index,type_parent_index,type,buildings,volume,usage_area,apartments,living_area,living_rooms,estimated_costs
0,-1,residential_and_non_residential_buildings,95,681,923.6,883,605.7,2198,320824
1,0,residential_buildings,71,319,76.9,883,605.7,2198,162484
2,1,residential_buildings_with_1_apartment,33,25,13.7,33,47.3,188,13430
3,1,residential_buildings_with_2_apartments,2,4,0.9,4,7.1,21,1941
4,1,residential_buildings_with_3_or_more_apartments,36,291,62.4,846,551.3,1989,147113
5,1,dormitories,0,0,0.0,0,0.0,0,0
6,1,residential_buildings_with_condominium,24,166,23.9,390,307.4,1018,87915
7,1,public_builders,3,50,4.5,173,104.5,412,34565
8,1,companies,28,210,53.5,603,391.9,1366,99824
9,8,housing_companies,18,143,43.3,388,248.6,881,57097
10,8,real_estate_funds,0,0,0.0,0,0.0,0,0
11,8,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
12,8,manufacturing_industry,0,0,0.0,0,0.0,0,0
13,8,trade_banking_services_insurance_transport_and_communications,10,67,10.2,215,143.3,485,42727
14,1,private_households,40,59,18.9,107,109.3,420,28095
15,1,non_profit_organizations,0,0,0.0,0,0.0,0,0
16,0,non_residential_buildings,24,361,846.6,0,0.0,0,158340
17,16,institution_buildings,0,0,0.0,0,0.0,0,0
18,16,office_and_administration_buildings,10,269,697.2,0,0.0,0,133411
19,16,algricultural_buildings,0,0,0.0,0,0.0,0,0
20,16,non_algricultural_buildings,11,84,131.7,0,0.0,0,18636
21,20,factory_and_workshop_buildings,6,43,66.8,0,0.0,0,5856
22,20,commercial_buildings,1,4,6.8,0,0.0,0,790
23,20,warehouse_buildings,1,23,27.9,0,0.0,0,4000
24,20,hotels_and_restaurants,3,13,30.3,0,0.0,0,7990
25,16,other_non_residential_buildings,3,8,17.7,0,0.0,0,6293
26,16,selected_infrastructure_buildings,2,8,16.3,0,0.0,0,6025
27,16,public_builders,4,34,58.7,0,0.0,0,21859
28,16,companies,17,318,770.7,0,0.0,0,129245
29,28,housing_companies,0,0,0.0,0,0.0,0,0
30,28,real_estate_funds,1,24,45.8,0,0.0,0,14637
31,28,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
32,28,manufacturing_industry,1,1,2.7,0,0.0,0,197
33,28,trade_banking_services_insurance_transport_and_communications,15,293,722.2,0,0.0,0,114411
34,16,private_households,3,10,17.2,0,0.0,0,7236
35,16,non_profit_organisations,0,0,0.0,0,0.0,0,0
