type_index,type_parent_index,type,buildings,usage_area,apartments,living_area,living_rooms,estimated_costs
0,-1,residential_and_non_residential_buildings,90,97.1,54,61.2,223,62638
1,0,residential_buildings,79,-1.9,58,65.6,249,29479
2,1,dormitories,0,0,0,0,0,0
3,1,residential_buildings_with_condominium,14,"– 4,1",33,30.1,111,11929
4,1,public_builders,0,0,0,0,0,0
5,1,companies,22,"– 4,3",47,37.3,142,16557
6,5,housing_companies,15,-1.6,37,26.5,123,13702
7,5,real_estate_funds,4,-1.4,5,8,7,2253
8,5,agriculture_forestry_animal_husbandry_fishing,0,0,0,0,0,0
9,5,manufacturing_industry,1,0,0,0.3,1,95
10,5,trade_banking_services_insurance_transport_and_communications,2,-1.3,5,2.6,11,507
11,1,private_households,56,0.9,11,28.2,107,12897
12,1,non_profit_organizations,1,1.5,0,0,0,25
13,0,non_residential_buildings,11,99,-4,-4.4,-26,33159
14,13,institution_buildings,0,0,0,0,0,0
15,13,office_and_administration_buildings,3,78.4,0,0,0,27807
16,13,algricultural_buildings,0,0,0,0,0,0
17,13,non_algricultural_buildings,1,3.8,0,0,0,221
18,17,factory_and_workshop_buildings,0,0,0,0,0,0
19,17,commercial_buildings,1,3.8,0,0,0,221
20,17,warehouse_buildings,0,0,0,0,0,0
21,17,hotels_and_restaurants,0,0,0,0,0,0
22,13,other_non_residential_buildings,7,16.7,-4,-4.4,-26,5131
23,13,selected_infrastructure_buildings,7,16.7,– 4,"– 4,4",– 26,5131
24,13,public_builders,2,4.8,-1,-0.7,-4,318
25,13,companies,5,86.7,0,0,0,31549
26,25,housing_companies,0,0,0,0,0,0
27,25,real_estate_funds,0,0,0,0,0,0
28,25,agriculture_forestry_animal_husbandry_fishing,0,0,0,0,0,0
29,25,manufacturing_industry,0,0,0,0,0,0
30,25,trade_banking_services_insurance_transport_and_communications,5,86.7,0,0,0,31549
31,13,private_households,0,0,0,0,0,0
32,13,non_profit_organisations,4,7.5,-3,-3.8,-22,1292
