type_index,type_parent_index,type,buildings,volume,usage_area,apartments,living_area,living_rooms,estimated_costs
0,-1,residential_and_non_residential_buildings,118,440,454.7,652,471.1,1807,207635
1,0,residential_buildings,107,231,90.5,602,438.0,1697,106773
2,1,residential_buildings_with_1_apartment,68,49,21.6,68,95.8,379,21767
3,1,residential_buildings_with_2_apartments,8,9,5.8,16,15.5,70,4490
4,1,residential_buildings_with_3_or_more_apartments,29,169,62.3,500,319.0,1208,78897
5,1,dormitories,2,4,0.9,18,7.7,40,1619
6,1,residential_buildings_with_condominium,7,41,11.3,74,69.8,228,20317
7,1,public_builders,4,34,7.1,109,71.5,275,14937
8,1,companies,21,107,36.6,303,192.6,726,49118
9,8,housing_companies,12,43,10.7,66,73.8,250,21759
10,8,real_estate_funds,7,63,25.7,235,116.0,466,26825
11,8,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
12,8,manufacturing_industry,0,0,0.0,0,0.0,0,0
13,8,trade_banking_services_insurance_transport_and_communications,2,1,0.1,2,2.9,10,534
14,1,private_households,79,83,45.1,162,160.8,634,39819
15,1,non_profit_organizations,3,7,1.7,28,13.1,62,2899
16,0,non_residential_buildings,11,208,364.2,50,33.0,110,100862
17,16,institution_buildings,0,0,0.0,0,0.0,0,0
18,16,office_and_administration_buildings,3,151,265.3,50,33.0,110,69193
19,16,algricultural_buildings,0,0,0.0,0,0.0,0,0
20,16,non_algricultural_buildings,4,23,36.6,0,0.0,0,9657
21,20,factory_and_workshop_buildings,1,1,2.2,0,0.0,0,2330
22,20,commercial_buildings,1,12,22.6,0,0.0,0,6567
23,20,warehouse_buildings,2,10,11.8,0,0.0,0,760
24,20,hotels_and_restaurants,0,0,0.0,0,0.0,0,0
25,16,other_non_residential_buildings,4,34,62.2,0,0.0,0,22012
26,16,selected_infrastructure_buildings,4,34,62.2,0,0.0,0,22012
27,16,public_builders,4,34,62.2,0,0.0,0,22012
28,16,companies,7,174,302.0,50,33.0,110,78850
29,28,housing_companies,1,45,41.7,50,33.0,110,19750
30,28,real_estate_funds,0,0,0.0,0,0.0,0,0
31,28,agriculture_forestry_animal_husbandry_fishing,0,0,0.0,0,0.0,0,0
32,28,manufacturing_industry,1,1,2.2,0,0.0,0,2330
33,28,trade_banking_services_insurance_transport_and_communications,5,129,258.1,0,0.0,0,56770
34,16,private_households,0,0,0.0,0,0.0,0,0
35,16,non_profit_organisations,0,0,0.0,0,0.0,0,0
